ele@gmail.com,mus@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-24T14:01:30.648544265,ele@gmail.com~2026-08-24T14:01:30.645614543
ele@gmail.com,lundini@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-24T14:01:30.648544265,ele@gmail.com~2026-08-24T14:01:30.645614543
ele@gmail.com,mus@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-24T14:02:52.538546918,ele@gmail.com~2026-08-24T14:02:52.536508680
ele@gmail.com,lundini@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-24T14:02:52.538546918,ele@gmail.com~2026-08-24T14:02:52.536508680
luca@gmail.com,mus@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-24T14:04:11.157893911,luca@gmail.com~2026-08-24T14:04:11.154833255
luca@gmail.com,lundini@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-24T14:04:11.157893911,luca@gmail.com~2026-08-24T14:04:11.154833255
mus@gmail.com,luca@gmail.com,NEW_APPLICATION,2026-08-24T14:04:47.994857507,luca@gmail.com~2026-08-24T14:04:11.154833255
luca@gmail.com,mus@gmail.com,APPLICATION_ACCEPTED,2026-08-24T14:05:04.595817461,luca@gmail.com~2026-08-24T14:04:11.154833255
lundini@gmail.com,ele@gmail.com,NEW_APPLICATION,2026-08-24T14:08:42.946704094,ele@gmail.com~2026-08-24T14:02:52.536508680
mus@gmail.com,ele@gmail.com,NEW_APPLICATION,2026-08-26T10:49:02.045283194,ele@gmail.com~2026-08-24T14:02:52.536508680
ele@gmail.com,mus@gmail.com,APPLICATION_ACCEPTED,2026-08-26T10:50:19.251027905,ele@gmail.com~2026-08-24T14:02:52.536508680
mus@gmail.com,ele@gmail.com,NEW_APPLICATION,2026-08-26T21:41:08.643716420,ele@gmail.com~2026-08-24T14:01:30.645614543
mus@gmail.com,ele@gmail.com,NEW_APPLICATION,2026-08-26T21:43:10.446688255,ele@gmail.com~2026-08-24T14:01:30.645614543
ele@gmail.com,mus@gmail.com,APPLICATION_ACCEPTED,2026-08-26T21:43:57.042818212,ele@gmail.com~2026-08-24T14:01:30.645614543
ele@gmail.com,mus@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-26T21:55:52.399016907,ele@gmail.com~2026-08-26T21:55:52.396002447
ele@gmail.com,lundini@gmail.com,NEW_JOB_ANNOUNCEMENT,2026-08-26T21:55:52.399016907,ele@gmail.com~2026-08-26T21:55:52.396002447
